#compiler;opt;program;seed;length;work;energy(J);time(s)
clang++;-O2;cvector;5;512;g;5.24;0.099725040
clang++;-O2;cvector;6;512;g;5.09;0.099131019
clang++;-O2;cvector;7;512;g;5.19;0.106114186
clang++;-O2;cvector;8;512;g;4.60;0.103086956
clang++;-O2;cvector;9;512;g;5.30;0.107601898
clang++;-O2;cvector;0;512;h;0.56;0.010598879
clang++;-O2;cvector;1;512;h;0.57;0.010474325
clang++;-O2;cvector;2;512;h;0.54;0.010523347
clang++;-O2;cvector;3;512;h;0.47;0.010248684
clang++;-O2;cvector;4;512;h;0.52;0.010361825
clang++;-O2;cvector;5;512;h;0.54;0.010371863
clang++;-O2;cvector;6;512;h;0.50;0.010257620
clang++;-O2;cvector;7;512;h;0.49;0.010261427
clang++;-O2;cvector;8;512;h;0.49;0.010008615
clang++;-O2;cvector;9;512;h;0.51;0.010113681
clang++;-O2;cvector;0;512;i;0.45;0.009604309
clang++;-O2;cvector;1;512;i;0.47;0.009599690
clang++;-O2;cvector;2;512;i;0.48;0.009848305
clang++;-O2;cvector;3;512;i;0.55;0.009478132
clang++;-O2;cvector;4;512;i;0.49;0.009367445
clang++;-O2;cvector;5;512;i;0.47;0.009185095
clang++;-O2;cvector;6;512;i;0.52;0.009686813
clang++;-O2;cvector;7;512;i;0.40;0.009641438
clang++;-O2;cvector;8;512;i;0.45;0.009414093
clang++;-O2;cvector;9;512;i;0.44;0.009644584
clang++;-O2;cvector;0;1024;g;4.50;0.107558477
clang++;-O2;cvector;1;1024;g;4.96;0.115966228
clang++;-O2;cvector;2;1024;g;5.17;0.098383411
clang++;-O2;cvector;3;1024;g;5.58;0.104734617
clang++;-O2;cvector;4;1024;g;4.98;0.102454603
clang++;-O2;cvector;5;1024;g;4.58;0.098955000
clang++;-O2;cvector;6;1024;g;5.16;0.100313430
clang++;-O2;cvector;7;1024;g;5.09;0.101707597
clang++;-O2;cvector;8;1024;g;4.67;0.108145595
clang++;-O2;cvector;9;1024;g;5.61;0.109101873
clang++;-O2;cvector;0;1024;h;0.71;0.013356564
clang++;-O2;cvector;1;1024;h;0.70;0.013225599
clang++;-O2;cvector;2;1024;h;0.72;0.013861850
clang++;-O2;cvector;3;1024;h;0.69;0.013277887
clang++;-O2;cvector;4;1024;h;0.68;0.013248823
clang++;-O2;cvector;5;1024;h;0.68;0.013402611
clang++;-O2;cvector;6;1024;h;0.60;0.013154277
clang++;-O2;cvector;7;1024;h;0.66;0.013174865
clang++;-O2;cvector;8;1024;h;0.69;0.013406478
clang++;-O2;cvector;9;1024;h;0.75;0.013391279
clang++;-O2;cvector;0;1024;i;0.60;0.011129771
clang++;-O2;cvector;1;1024;i;0.61;0.011176879
clang++;-O2;cvector;2;1024;i;0.53;0.010940698
clang++;-O2;cvector;3;1024;i;0.49;0.010929857
clang++;-O2;cvector;4;1024;i;0.51;0.010767935
clang++;-O2;cvector;5;1024;i;0.53;0.011025306
clang++;-O2;cvector;6;1024;i;0.53;0.011011910
clang++;-O2;cvector;7;1024;i;0.50;0.010618655
clang++;-O2;cvector;8;1024;i;0.49;0.010952179
clang++;-O2;cvector;9;1024;i;0.53;0.011078094
clang++;-O2;cvector;0;2048;g;4.75;0.109890087
clang++;-O2;cvector;1;2048;g;4.47;0.102295416
clang++;-O2;cvector;2;2048;g;4.52;0.102790150
clang++;-O2;cvector;3;2048;g;5.72;0.106859280
clang++;-O2;cvector;4;2048;g;4.80;0.094486765
clang++;-O2;cvector;5;2048;g;5.18;0.107163719
clang++;-O2;cvector;6;2048;g;5.41;0.106808915
clang++;-O2;cvector;7;2048;g;5.49;0.106213672
clang++;-O2;cvector;8;2048;g;4.74;0.109820436
clang++;-O2;cvector;9;2048;g;5.24;0.104840916
clang++;-O2;cvector;0;2048;h;0.94;0.016868081
clang++;-O2;cvector;1;2048;h;0.87;0.016815202
clang++;-O2;cvector;2;2048;h;0.81;0.016954322
clang++;-O2;cvector;3;2048;h;0.74;0.016647127
clang++;-O2;cvector;4;2048;h;0.80;0.016843444
clang++;-O2;cvector;5;2048;h;0.82;0.017735533
clang++;-O2;cvector;6;2048;h;1.07;0.019030163
clang++;-O2;cvector;7;2048;h;1.09;0.017209419
clang++;-O2;cvector;8;2048;h;0.98;0.017795494
clang++;-O2;cvector;9;2048;h;0.88;0.017320005
clang++;-O2;cvector;0;2048;i;0.63;0.012820793
clang++;-O2;cvector;1;2048;i;0.63;0.012800936
clang++;-O2;cvector;2;2048;i;0.71;0.012551690
clang++;-O2;cvector;3;2048;i;0.63;0.012508819
clang++;-O2;cvector;4;2048;i;0.63;0.012452604
clang++;-O2;cvector;5;2048;i;0.67;0.012499062
clang++;-O2;cvector;6;2048;i;0.55;0.012325056
clang++;-O2;cvector;7;2048;i;0.54;0.012823468
clang++;-O2;cvector;8;2048;i;0.66;0.013526021
clang++;-O2;cvector;9;2048;i;0.61;0.012611972
clang++;-O2;string;0;512;g;4.03;0.105039006
clang++;-O2;string;1;512;g;4.23;0.096569359
clang++;-O2;string;2;512;g;5.06;0.103650650
clang++;-O2;string;3;512;g;5.20;0.096574709
clang++;-O2;string;4;512;g;5.28;0.098499117
clang++;-O2;string;5;512;g;4.84;0.096972061
clang++;-O2;string;6;512;g;4.80;0.100045789
clang++;-O2;string;7;512;g;4.71;0.093736822
clang++;-O2;string;8;512;g;4.80;0.091171636
clang++;-O2;string;9;512;g;5.43;0.110482494
clang++;-O2;string;0;512;h;0.38;0.007197849
clang++;-O2;string;1;512;h;0.44;0.007143267
clang++;-O2;string;2;512;h;0.38;0.006964402
clang++;-O2;string;3;512;h;0.33;0.006813651
clang++;-O2;string;4;512;h;0.37;0.006888992
clang++;-O2;string;5;512;h;0.39;0.006753658
clang++;-O2;string;6;512;h;0.35;0.006812699
clang++;-O2;string;7;512;h;0.34;0.006909379
clang++;-O2;string;8;512;h;0.34;0.006910321
clang++;-O2;string;9;512;h;0.34;0.006748860
clang++;-O2;string;0;512;i;0.29;0.006347379
clang++;-O2;string;1;512;i;0.28;0.006134500
clang++;-O2;string;2;512;i;0.34;0.006253192
clang++;-O2;string;3;512;i;0.29;0.006132146
clang++;-O2;string;4;512;i;0.27;0.006049561
clang++;-O2;string;5;512;i;0.34;0.006336929
clang++;-O2;string;6;512;i;0.28;0.006086931
clang++;-O2;string;7;512;i;0.32;0.006367917
clang++;-O2;string;8;512;i;0.31;0.006238264
clang++;-O2;string;9;512;i;0.38;0.007695850
clang++;-O2;string;0;1024;g;4.58;0.094840717
clang++;-O2;string;1;1024;g;4.01;0.089802236
clang++;-O2;string;2;1024;g;4.68;0.096756489
clang++;-O2;string;3;1024;g;4.85;0.093317729
clang++;-O2;string;4;1024;g;4.78;0.096490441
clang++;-O2;string;5;1024;g;5.15;0.099592101
clang++;-O2;string;6;1024;g;5.01;0.098197744
clang++;-O2;string;7;1024;g;5.07;0.102793006
clang++;-O2;string;8;1024;g;4.39;0.097711054
clang++;-O2;string;9;1024;g;4.65;0.091793670
clang++;-O2;string;0;1024;h;0.56;0.010460760
clang++;-O2;string;1;1024;h;0.55;0.010748317
clang++;-O2;string;2;1024;h;0.54;0.010410957
clang++;-O2;string;3;1024;h;0.55;0.010311281
clang++;-O2;string;4;1024;h;0.60;0.010750101
clang++;-O2;string;5;1024;h;0.44;0.010455781
clang++;-O2;string;6;1024;h;0.45;0.010101257
clang++;-O2;string;7;1024;h;0.49;0.010129150
clang++;-O2;string;8;1024;h;0.47;0.010134309
clang++;-O2;string;9;1024;h;0.44;0.010227164
clang++;-O2;string;0;1024;i;0.32;0.007660233
clang++;-O2;string;1;1024;i;0.41;0.008822136
clang++;-O2;string;2;1024;i;0.38;0.007879313
clang++;-O2;string;3;1024;i;0.33;0.007837956
clang++;-O2;string;4;1024;i;0.39;0.007777142
clang++;-O2;string;5;1024;i;0.38;0.007902957
clang++;-O2;string;6;1024;i;0.39;0.007849768
clang++;-O2;string;7;1024;i;0.31;0.007850359
clang++;-O2;string;8;1024;i;0.46;0.009427758
clang++;-O2;string;9;1024;i;0.45;0.007986142
clang++;-O2;string;0;2048;g;4.74;0.100771566
clang++;-O2;string;1;2048;g;4.58;0.102791694
clang++;-O2;string;2;2048;g;4.75;0.098726813
clang++;-O2;string;3;2048;g;5.49;0.107901619
clang++;-O2;string;4;2048;g;4.90;0.098709010
clang++;-O2;string;5;2048;g;4.70;0.098170833
clang++;-O2;string;6;2048;g;5.05;0.102174990
clang++;-O2;string;7;2048;g;4.95;0.097769193
clang++;-O2;string;8;2048;g;4.32;0.099633969
clang++;-O2;string;9;2048;g;5.19;0.103849431
clang++;-O2;string;0;2048;h;0.77;0.014929365
clang++;-O2;string;1;2048;h;0.88;0.014788702
clang++;-O2;string;2;2048;h;0.84;0.014735773
clang++;-O2;string;3;2048;h;0.81;0.014711979
clang++;-O2;string;4;2048;h;0.74;0.014656675
clang++;-O2;string;5;2048;h;0.80;0.014933353
clang++;-O2;string;6;2048;h;0.75;0.014587185
clang++;-O2;string;7;2048;h;0.86;0.015280041
clang++;-O2;string;8;2048;h;0.77;0.014784525
clang++;-O2;string;9;2048;h;0.75;0.015350964
clang++;-O2;string;0;2048;i;0.52;0.009707472
clang++;-O2;string;1;2048;i;0.52;0.010017250
clang++;-O2;string;2;2048;i;0.44;0.009989849
clang++;-O2;string;3;2048;i;0.46;0.009947009
clang++;-O2;string;4;2048;i;0.48;0.009841252
clang++;-O2;string;5;2048;i;0.45;0.009712460
clang++;-O2;string;6;2048;i;0.47;0.009806236
clang++;-O2;string;7;2048;i;0.49;0.009862512
clang++;-O2;string;8;2048;i;0.47;0.009824330
clang++;-O2;string;9;2048;i;0.47;0.009672857
clang++;-O3;bitset;0;512;g;4.30;0.113004079
clang++;-O3;bitset;1;512;g;4.80;0.113276179
clang++;-O3;bitset;2;512;g;5.70;0.107089020
clang++;-O3;bitset;3;512;g;5.27;0.099776826
clang++;-O3;bitset;4;512;g;5.22;0.108390593
clang++;-O3;bitset;5;512;g;5.12;0.108964025
clang++;-O3;bitset;6;512;g;5.07;0.097775344
clang++;-O3;bitset;7;512;g;5.36;0.108191530
clang++;-O3;bitset;8;512;g;4.67;0.108529543
clang++;-O3;bitset;9;512;g;5.88;0.116301515
clang++;-O3;bitset;0;512;h;0.57;0.011062325
clang++;-O3;bitset;1;512;h;0.36;0.007441304
clang++;-O3;bitset;2;512;h;0.41;0.007466361
clang++;-O3;bitset;3;512;h;0.42;0.007392262
clang++;-O3;bitset;4;512;h;0.41;0.007393315
clang++;-O3;bitset;5;512;h;0.36;0.007369741
clang++;-O3;bitset;6;512;h;0.34;0.007205293
clang++;-O3;bitset;7;512;h;0.34;0.007715788
clang++;-O3;bitset;8;512;h;0.35;0.007550879
clang++;-O3;bitset;9;512;h;0.37;0.006965985
clang++;-O3;bitset;0;512;i;0.40;0.007471280
clang++;-O3;bitset;1;512;i;0.33;0.006622533
clang++;-O3;bitset;2;512;i;0.33;0.006689167
clang++;-O3;bitset;3;512;i;0.35;0.006576057
clang++;-O3;bitset;4;512;i;0.34;0.006563733
clang++;-O3;bitset;5;512;i;0.35;0.006582108
clang++;-O3;bitset;6;512;i;0.37;0.006651077
clang++;-O3;bitset;7;512;i;0.39;0.006668979
clang++;-O3;bitset;8;512;i;0.33;0.006749491
clang++;-O3;bitset;9;512;i;0.38;0.006643172
clang++;-O3;bitset;0;1024;g;5.02;0.110212679
clang++;-O3;bitset;1;1024;g;4.62;0.104548289
clang++;-O3;bitset;2;1024;g;5.55;0.112775873
clang++;-O3;bitset;3;1024;g;6.05;0.118040918
clang++;-O3;bitset;4;1024;g;5.55;0.113232567
clang++;-O3;bitset;5;1024;g;4.95;0.112322084
clang++;-O3;bitset;6;1024;g;5.64;0.107696054
clang++;-O3;bitset;7;1024;g;5.36;0.112437630
clang++;-O3;bitset;8;1024;g;4.78;0.109164560
clang++;-O3;bitset;9;1024;g;5.46;0.101766287
clang++;-O3;bitset;0;1024;h;0.51;0.010587627
clang++;-O3;bitset;1;1024;h;0.57;0.010522716
clang++;-O3;bitset;2;1024;h;0.52;0.010221543
clang++;-O3;bitset;3;1024;h;0.51;0.010196195
clang++;-O3;bitset;4;1024;h;0.49;0.010317422
clang++;-O3;bitset;5;1024;h;0.47;0.010312834
clang++;-O3;bitset;6;1024;h;0.45;0.010237612
clang++;-O3;bitset;7;1024;h;0.50;0.010389477
clang++;-O3;bitset;8;1024;h;0.48;0.010168884
clang++;-O3;bitset;9;1024;h;0.51;0.010205382
clang++;-O3;bitset;0;1024;i;0.53;0.010310800
clang++;-O3;bitset;1;1024;i;0.55;0.009442376
clang++;-O3;bitset;2;1024;i;0.50;0.009578491
clang++;-O3;bitset;3;1024;i;0.45;0.009534118
clang++;-O3;bitset;4;1024;i;0.52;0.009595903
clang++;-O3;bitset;5;1024;i;0.46;0.009602946
clang++;-O3;bitset;6;1024;i;0.47;0.009609869
clang++;-O3;bitset;7;1024;i;0.41;0.009521484
clang++;-O3;bitset;8;1024;i;0.39;0.009884662
clang++;-O3;bitset;9;1024;i;0.43;0.009627311
clang++;-O3;bitset;0;2048;g;4.99;0.115801450
clang++;-O3;bitset;1;2048;g;5.30;0.107330872
clang++;-O3;bitset;2;2048;g;5.06;0.113143230
clang++;-O3;bitset;3;2048;g;6.01;0.121549888
clang++;-O3;bitset;4;2048;g;5.68;0.119379300
clang++;-O3;bitset;5;2048;g;5.62;0.114661398
clang++;-O3;bitset;6;2048;g;5.92;0.121203581
clang++;-O3;bitset;7;2048;g;6.09;0.127430565
clang++;-O3;bitset;8;2048;g;5.86;0.124376354
clang++;-O3;bitset;9;2048;g;5.56;0.112195067
clang++;-O3;bitset;0;2048;h;0.74;0.013900151
clang++;-O3;bitset;1;2048;h;0.72;0.013531261
clang++;-O3;bitset;2;2048;h;0.67;0.013503219
clang++;-O3;bitset;3;2048;h;0.63;0.013888960
clang++;-O3;bitset;4;2048;h;0.66;0.014131183
clang++;-O3;bitset;5;2048;h;0.60;0.013511674
clang++;-O3;bitset;6;2048;h;0.63;0.013578700
clang++;-O3;bitset;7;2048;h;0.59;0.013543344
clang++;-O3;bitset;8;2048;h;0.62;0.014351766
clang++;-O3;bitset;9;2048;h;0.63;0.013633533
clang++;-O3;bitset;0;2048;i;0.58;0.012355834
clang++;-O3;bitset;1;2048;i;0.67;0.012918215
clang++;-O3;bitset;2;2048;i;0.69;0.012649252
clang++;-O3;bitset;3;2048;i;0.61;0.012711348
clang++;-O3;bitset;4;2048;i;0.68;0.012795185
clang++;-O3;bitset;5;2048;i;0.54;0.012517896
clang++;-O3;bitset;6;2048;i;0.61;0.014020946
clang++;-O3;bitset;7;2048;i;0.58;0.012660273
clang++;-O3;bitset;8;2048;i;0.53;0.012327611
clang++;-O3;bitset;9;2048;i;0.55;0.012291804
clang++;-O3;bvector;0;512;g;4.36;0.109055797
clang++;-O3;bvector;1;512;g;4.63;0.106396203
clang++;-O3;bvector;2;512;g;5.28;0.105273835
clang++;-O3;bvector;3;512;g;5.34;0.102656060
clang++;-O3;bvector;4;512;g;5.29;0.107457719
clang++;-O3;bvector;5;512;g;5.34;0.102336452
clang++;-O3;bvector;6;512;g;5.08;0.096893746
clang++;-O3;bvector;7;512;g;5.28;0.109784720
clang++;-O3;bvector;8;512;g;4.34;0.096075145
clang++;-O3;bvector;9;512;g;4.93;0.099379153
clang++;-O3;bvector;0;512;h;0.37;0.007352397
clang++;-O3;bvector;1;512;h;0.46;0.007116336
clang++;-O3;bvector;2;512;h;0.38;0.007180416
clang++;-O3;bvector;3;512;h;0.38;0.007055713
clang++;-O3;bvector;4;512;h;0.38;0.007022240
clang++;-O3;bvector;5;512;h;0.35;0.007062496
clang++;-O3;bvector;6;512;h;0.30;0.007421446
clang++;-O3;bvector;7;512;h;0.30;0.006978969
clang++;-O3;bvector;8;512;h;0.31;0.007459117
clang++;-O3;bvector;9;512;h;0.33;0.006899231
clang++;-O3;bvector;0;512;i;0.36;0.006874455
clang++;-O3;bvector;1;512;i;0.33;0.006915632
clang++;-O3;bvector;2;512;i;0.31;0.006961628
clang++;-O3;bvector;3;512;i;0.32;0.007016670
clang++;-O3;bvector;4;512;i;0.33;0.006906785
clang++;-O3;bvector;5;512;i;0.34;0.006889322
clang++;-O3;bvector;6;512;i;0.28;0.006852222
clang++;-O3;bvector;7;512;i;0.34;0.006872560
clang++;-O3;bvector;8;512;i;0.33;0.006954675
clang++;-O3;bvector;9;512;i;0.35;0.006899110
clang++;-O3;bvector;0;1024;g;5.09;0.105358072
clang++;-O3;bvector;1;1024;g;4.98;0.115819824
clang++;-O3;bvector;2;1024;g;5.48;0.115806590
clang++;-O3;bvector;3;1024;g;5.30;0.103503234
clang++;-O3;bvector;4;1024;g;5.25;0.113333295
clang++;-O3;bvector;5;1024;g;5.62;0.110735327
clang++;-O3;bvector;6;1024;g;5.20;0.111394379
clang++;-O3;bvector;7;1024;g;5.78;0.108004050
clang++;-O3;bvector;8;1024;g;5.45;0.108376637
clang++;-O3;bvector;9;1024;g;5.42;0.111731981
clang++;-O3;bvector;0;1024;h;0.46;0.010193270
clang++;-O3;bvector;1;1024;h;0.49;0.010081260
clang++;-O3;bvector;2;1024;h;0.44;0.010022591
