make[1]: se entra en el directorio '/home/gustavo/src/papers/2024/energy/c++'
#program;length;compiler;opt;energy(J);time(s);run
cvector;512;clang++;-O3;18,99;0,541256580;5
cvector;512;clang++;-O3;18,54;0,544915557;6
cvector;512;clang++;-O3;18,54;0,546134806;7
cvector;512;clang++;-O3;18,66;0,544724971;8
cvector;512;clang++;-O3;18,48;0,543538463;9
cvector;512;clang++;-O3;18,35;0,541666976;10
cvector;512;clang++;-O3;18,40;0,540338232;11
cvector;512;clang++;-O3;18,64;0,546186242;12
cvector;512;clang++;-O3;19,01;0,556375344;13
cvector;512;clang++;-O3;19,01;0,542410456;14
cvector;1024;clang++;-O3;40,25;1,161246582;0
cvector;1024;clang++;-O3;39,63;1,144907095;1
cvector;1024;clang++;-O3;40,47;1,134288430;2
cvector;1024;clang++;-O3;39,93;1,153223748;3
cvector;1024;clang++;-O3;40,00;1,122256965;4
cvector;1024;clang++;-O3;39,52;1,128251939;5
cvector;1024;clang++;-O3;39,57;1,152721821;6
cvector;1024;clang++;-O3;39,46;1,123931244;7
cvector;1024;clang++;-O3;39,27;1,128298014;8
cvector;1024;clang++;-O3;38,93;1,130598955;9
cvector;1024;clang++;-O3;39,30;1,150695713;10
cvector;1024;clang++;-O3;39,85;1,151197101;11
cvector;1024;clang++;-O3;39,56;1,158822261;12
cvector;1024;clang++;-O3;39,05;1,145083806;13
cvector;1024;clang++;-O3;38,99;1,150714428;14
cvector;2048;clang++;-O3;82,79;2,436076370;0
cvector;2048;clang++;-O3;82,35;2,427203677;1
cvector;2048;clang++;-O3;83,76;2,457712925;2
cvector;2048;clang++;-O3;83,88;2,462973306;3
cvector;2048;clang++;-O3;82,46;2,432379400;4
cvector;2048;clang++;-O3;83,12;2,453204038;5
cvector;2048;clang++;-O3;83,69;2,403187242;6
cvector;2048;clang++;-O3;84,00;2,451934746;7
cvector;2048;clang++;-O3;83,86;2,386007886;8
cvector;2048;clang++;-O3;82,32;2,391109511;9
cvector;2048;clang++;-O3;84,44;2,444618093;10
cvector;2048;clang++;-O3;82,63;2,424022942;11
cvector;2048;clang++;-O3;82,83;2,429269888;12
cvector;2048;clang++;-O3;82,99;2,439721871;13
cvector;2048;clang++;-O3;83,91;2,465076758;14
string;512;clang++;-O3;17,77;0,506009396;0
string;512;clang++;-O3;17,36;0,501724278;1
string;512;clang++;-O3;17,43;0,503119665;2
string;512;clang++;-O3;17,41;0,502296376;3
string;512;clang++;-O3;17,38;0,505707041;4
string;512;clang++;-O3;17,44;0,505516685;5
string;512;clang++;-O3;17,60;0,503087936;6
string;512;clang++;-O3;17,18;0,501803385;7
string;512;clang++;-O3;17,08;0,501604184;8
string;512;clang++;-O3;17,86;0,512303810;9
string;512;clang++;-O3;17,91;0,503180108;10
string;512;clang++;-O3;17,69;0,512793865;11
string;512;clang++;-O3;17,14;0,503590736;12
string;512;clang++;-O3;17,75;0,497431084;13
string;512;clang++;-O3;16,92;0,496312413;14
string;1024;clang++;-O3;36,92;1,065427667;0
string;1024;clang++;-O3;36,35;1,048364417;1
string;1024;clang++;-O3;36,96;1,067382440;2
string;1024;clang++;-O3;36,28;1,060671578;3
string;1024;clang++;-O3;36,17;1,064083765;4
string;1024;clang++;-O3;36,32;1,047758014;5
string;1024;clang++;-O3;35,93;1,050733726;6
string;1024;clang++;-O3;37,15;1,066025143;7
string;1024;clang++;-O3;36,08;1,060517510;8
string;1024;clang++;-O3;36,29;1,066364939;9
string;1024;clang++;-O3;36,51;1,066301059;10
string;1024;clang++;-O3;36,32;1,063673939;11
string;1024;clang++;-O3;36,15;1,060127682;12
string;1024;clang++;-O3;36,39;1,062814092;13
string;1024;clang++;-O3;36,50;1,062107993;14
string;2048;clang++;-O3;76,67;2,248400874;0
string;2048;clang++;-O3;76,61;2,252063629;1
string;2048;clang++;-O3;76,44;2,248807484;2
string;2048;clang++;-O3;76,85;2,271173423;3
string;2048;clang++;-O3;77,17;2,253729923;4
string;2048;clang++;-O3;76,69;2,258390965;5
string;2048;clang++;-O3;76,39;2,249800559;6
string;2048;clang++;-O3;76,95;2,260199364;7
string;2048;clang++;-O3;76,80;2,259848949;8
string;2048;clang++;-O3;77,05;2,251002436;9
string;2048;clang++;-O3;77,20;2,267379583;10
string;2048;clang++;-O3;75,96;2,257421192;11
string;2048;clang++;-O3;77,24;2,252300963;12
string;2048;clang++;-O3;76,22;2,224507449;13
string;2048;clang++;-O3;77,11;2,267994251;14
bitset;512;g++;-O2;27,10;0,786008133;0
bitset;512;g++;-O2;26,65;0,786982143;1
bitset;512;g++;-O2;26,59;0,784330327;2
bitset;512;g++;-O2;26,65;0,784794304;3
bitset;512;g++;-O2;26,59;0,785154718;4
bitset;512;g++;-O2;26,54;0,785942160;5
bitset;512;g++;-O2;27,02;0,796405755;6
bitset;512;g++;-O2;27,20;0,786109453;7
bitset;512;g++;-O2;26,56;0,786686420;8
bitset;512;g++;-O2;26,82;0,789211710;9
bitset;512;g++;-O2;27,03;0,794589611;10
bitset;512;g++;-O2;27,02;0,793139501;11
bitset;512;g++;-O2;26,99;0,773080573;12
bitset;512;g++;-O2;27,17;0,791360095;13
bitset;512;g++;-O2;27,36;0,784003216;14
bitset;1024;g++;-O2;58,21;1,704056064;0
bitset;1024;g++;-O2;57,74;1,700739485;1
bitset;1024;g++;-O2;57,20;1,702933636;2
bitset;1024;g++;-O2;58,55;1,685076333;3
bitset;1024;g++;-O2;58,92;1,698903945;4
bitset;1024;g++;-O2;57,38;1,710374832;5
bitset;1024;g++;-O2;58,44;1,677837774;6
bitset;1024;g++;-O2;57,63;1,713525741;7
bitset;1024;g++;-O2;57,23;1,727897250;8
bitset;1024;g++;-O2;57,00;1,724633801;9
bitset;1024;g++;-O2;57,79;1,698040671;10
bitset;1024;g++;-O2;57,54;1,711576618;11
bitset;1024;g++;-O2;57,80;1,714489252;12
bitset;1024;g++;-O2;58,07;1,716092478;13
bitset;1024;g++;-O2;58,17;1,715248561;14
bitset;2048;g++;-O2;122,71;3,639601975;0
bitset;2048;g++;-O2;122,35;3,617882003;1
bitset;2048;g++;-O2;122,28;3,625430420;2
bitset;2048;g++;-O2;121,80;3,612270416;3
bitset;2048;g++;-O2;122,37;3,630591907;4
bitset;2048;g++;-O2;121,44;3,619553507;5
bitset;2048;g++;-O2;122,67;3,649685961;6
bitset;2048;g++;-O2;121,12;3,614060511;7
bitset;2048;g++;-O2;120,95;3,610386736;8
bitset;2048;g++;-O2;121,82;3,617465395;9
bitset;2048;g++;-O2;122,19;3,637420258;10
bitset;2048;g++;-O2;122,41;3,581635803;11
bitset;2048;g++;-O2;122,64;3,655074352;12
bitset;2048;g++;-O2;120,16;3,642472370;13
bitset;2048;g++;-O2;119,68;3,645533942;14
bvector;512;g++;-O2;35,13;1,053324568;0
bvector;512;g++;-O2;35,76;1,049146079;1
bvector;512;g++;-O2;35,37;1,046632731;2
bvector;512;g++;-O2;35,55;1,047408010;3
bvector;512;g++;-O2;35,61;1,046650745;4
bvector;512;g++;-O2;35,41;1,046835199;5
bvector;512;g++;-O2;35,66;1,048089724;6
bvector;512;g++;-O2;35,47;1,046641067;7
bvector;512;g++;-O2;35,56;1,048565543;8
bvector;512;g++;-O2;36,09;1,055306411;9
bvector;512;g++;-O2;34,99;1,052364484;10
bvector;512;g++;-O2;36,16;1,031646845;11
bvector;512;g++;-O2;35,93;1,049599626;12
bvector;512;g++;-O2;35,44;1,047473472;13
bvector;512;g++;-O2;35,65;1,035223980;14
bvector;1024;g++;-O2;80,11;2,307873231;0
bvector;1024;g++;-O2;79,45;2,346026054;1
bvector;1024;g++;-O2;80,06;2,306317764;2
bvector;1024;g++;-O2;79,54;2,343202447;3
bvector;1024;g++;-O2;79,71;2,340432662;4
bvector;1024;g++;-O2;78,75;2,342108362;5
