make[1]: se entra en el directorio '/home/gustavo/src/papers/2024/energy/c++'
#program;length;compiler;opt;energy(J);time(s);run
bitset;1024;g++;-O2;58,39;1,907124023;1
bitset;1024;g++;-O2;57,12;1,886902503;2
bitset;1024;g++;-O2;57,91;1,897503278;3
bitset;1024;g++;-O2;57,83;1,903340971;4
bitset;1024;g++;-O2;57,72;1,899495913;5
bitset;1024;g++;-O2;57,33;1,895087773;6
bitset;1024;g++;-O2;57,04;1,886986379;7
bitset;1024;g++;-O2;58,35;1,905700211;8
bitset;1024;g++;-O2;57,73;1,892310021;9
bitset;1024;g++;-O2;57,48;1,896311371;10
bitset;1024;g++;-O2;58,06;1,893207878;11
bitset;1024;g++;-O2;58,15;1,894606975;12
bitset;1024;g++;-O2;57,28;1,891201879;13
bitset;1024;g++;-O2;56,92;1,899497487;14
bitset;2048;g++;-O2;122,85;4,064532814;0
bitset;2048;g++;-O2;124,31;4,058905333;1
bitset;2048;g++;-O2;124,62;4,067310875;2
bitset;2048;g++;-O2;123,33;4,071581940;3
bitset;2048;g++;-O2;124,72;4,061816997;4
bitset;2048;g++;-O2;122,62;4,082563589;5
bitset;2048;g++;-O2;125,01;4,074393826;6
bitset;2048;g++;-O2;122,43;4,046490866;7
bitset;2048;g++;-O2;122,88;4,069922468;8
bitset;2048;g++;-O2;122,74;4,047707010;9
bitset;2048;g++;-O2;122,96;4,048881025;10
bitset;2048;g++;-O2;124,40;4,057527097;11
bitset;2048;g++;-O2;125,19;4,083556465;12
bitset;2048;g++;-O2;122,37;4,082620395;13
bitset;2048;g++;-O2;125,00;4,073749592;14
bvector;512;g++;-O2;36,98;1,191249940;0
bvector;512;g++;-O2;37,23;1,191912169;1
bvector;512;g++;-O2;37,29;1,186450469;2
bvector;512;g++;-O2;37,12;1,185065771;3
bvector;512;g++;-O2;37,05;1,186358938;4
bvector;512;g++;-O2;37,09;1,187064106;5
bvector;512;g++;-O2;37,14;1,189992210;6
bvector;512;g++;-O2;37,43;1,187276554;7
bvector;512;g++;-O2;37,36;1,187409862;8
bvector;512;g++;-O2;37,10;1,185869062;9
bvector;512;g++;-O2;37,17;1,185930287;10
bvector;512;g++;-O2;37,14;1,187119499;11
bvector;512;g++;-O2;37,32;1,186775887;12
bvector;512;g++;-O2;37,15;1,186088773;13
bvector;512;g++;-O2;37,17;1,185618073;14
bvector;1024;g++;-O2;84,03;2,691337986;0
bvector;1024;g++;-O2;84,82;2,688566675;1
bvector;1024;g++;-O2;83,88;2,686322189;2
bvector;1024;g++;-O2;84,13;2,684375169;3
bvector;1024;g++;-O2;84,06;2,685018252;4
bvector;1024;g++;-O2;84,45;2,688367242;5
bvector;1024;g++;-O2;83,93;2,689710493;6
bvector;1024;g++;-O2;84,56;2,690968435;7
bvector;1024;g++;-O2;83,96;2,688415973;8
bvector;1024;g++;-O2;84,53;2,701048287;9
bvector;1024;g++;-O2;84,63;2,689438385;10
bvector;1024;g++;-O2;83,95;2,688692911;11
bvector;1024;g++;-O2;84,38;2,700433548;12
bvector;1024;g++;-O2;84,73;2,687905529;13
bvector;1024;g++;-O2;84,07;2,681911404;14
bvector;2048;g++;-O2;182,80;5,864564855;0
bvector;2048;g++;-O2;182,65;5,831690772;1
bvector;2048;g++;-O2;182,32;5,836642949;2
bvector;2048;g++;-O2;184,20;5,840308812;3
bvector;2048;g++;-O2;182,42;5,838933552;4
bvector;2048;g++;-O2;183,95;5,840522211;5
bvector;2048;g++;-O2;183,15;5,832674771;6
bvector;2048;g++;-O2;183,20;5,857893865;7
bvector;2048;g++;-O2;182,72;5,832934728;8
bvector;2048;g++;-O2;183,50;5,865499352;9
