engine;pkg;cpu;sleep
mt19937_64;2.31;0.053887385;1.41
mt19937_64;2.18;0.053682471;1.44
mt19937_64;2.20;0.054518949;1.43
mt19937_64;2.11;0.053911299;1.39
mt19937_64;2.18;0.053535715;1.41
mt19937_64;2.08;0.053435998;1.38
mt19937_64;2.12;0.053036008;1.38
mt19937_64;2.14;0.053171572;1.42
mt19937_64;2.36;0.054233302;1.44
mt19937_64;2.15;0.053304792;1.42
mt19937_64;2.20;0.053522931;1.40
mt19937_64;2.16;0.053069940;1.44
mt19937_64;2.34;0.054289288;1.45
mt19937_64;2.19;0.062179140;1.62
mt19937_64;2.17;0.053262332;1.38
mt19937_64;2.15;0.052579371;1.37
mt19937_64;2.12;0.053963788;1.40
mt19937_64;2.08;0.054007289;1.38
mt19937_64;2.22;0.053712577;1.39
mt19937_64;2.19;0.053377187;1.51
mt19937_64;2.18;0.052958312;1.43
mt19937_64;2.13;0.053510628;1.44
mt19937_64;2.15;0.055595570;1.45
mt19937_64;2.20;0.052242068;1.43
mt19937_64;2.19;0.054775170;1.45
mt19937_64;2.14;0.053128220;1.39
mt19937_64;2.19;0.053426410;1.45
mt19937_64;2.22;0.053102372;1.38
mt19937_64;2.19;0.052996683;1.39
mt19937_64;2.19;0.052676763;1.42
mt19937_64;2.21;0.053106880;1.42
mt19937_64;2.32;0.053099374;1.39
mt19937_64;2.18;0.052935680;1.42
mt19937_64;2.18;0.053155853;1.42
mt19937_64;2.23;0.053756199;1.43
mt19937_64;2.32;0.052394974;1.38
mt19937_64;2.14;0.053200436;1.42
mt19937_64;2.17;0.053401493;1.44
mt19937_64;2.20;0.053509516;1.42
mt19937_64;2.22;0.052240002;1.36
mt19937_64;2.17;0.052267907;1.36
mt19937_64;2.21;0.053316010;1.40
mt19937_64;2.18;0.052688646;1.35
mt19937_64;2.27;0.052567358;1.37
mt19937_64;2.19;0.054143675;1.43
mt11213b;1.70;0.041802652;1.10
mt11213b;1.65;0.041498792;1.10
mt11213b;1.76;0.041531144;1.16
mt11213b;1.68;0.041784940;1.14
mt11213b;1.65;0.041299990;1.08
mt11213b;1.87;0.047251746;1.25
mt11213b;1.65;0.041649926;1.13
mt11213b;1.78;0.042998938;1.15
mt11213b;1.68;0.040832413;1.07
mt11213b;1.77;0.043706695;1.18
mt11213b;1.66;0.041557654;1.11
mt11213b;1.64;0.040829467;1.14
mt11213b;1.68;0.041020856;1.13
mt11213b;1.69;0.041577230;1.13
mt11213b;1.66;0.041454379;1.12
mt11213b;1.68;0.041480629;1.16
mt11213b;1.75;0.041228536;1.18
mt11213b;1.74;0.042882399;1.18
mt11213b;1.71;0.041761175;1.13
mt11213b;1.76;0.042440249;1.13
mt11213b;1.69;0.040980741;1.11
mt11213b;1.78;0.041554207;1.14
mt11213b;1.71;0.041205583;1.14
mt11213b;1.70;0.042444888;1.19
mt11213b;1.75;0.043139491;1.16
mt11213b;1.74;0.041464700;1.13
mt11213b;1.70;0.041384418;1.12
mt11213b;1.67;0.041756296;1.14
mt11213b;1.70;0.041493974;1.14
mt11213b;1.72;0.041590235;1.12
mt11213b;1.70;0.041480318;1.19
mt11213b;1.73;0.041289851;1.13
mt11213b;1.74;0.042542110;1.14
mt11213b;1.75;0.043372669;1.18
mt11213b;1.75;0.042533193;1.14
mt11213b;1.78;0.042469865;1.16
mt11213b;1.68;0.040998725;1.12
mt11213b;1.68;0.041276366;1.12
mt11213b;1.76;0.044093240;1.20
mt11213b;1.69;0.041145430;1.12
mt11213b;1.78;0.040939293;1.13
mt11213b;1.76;0.042668147;1.14
mt11213b;1.69;0.040832994;1.07
mt11213b;1.69;0.040855647;1.09
mt11213b;1.69;0.041463848;1.15
mt11213b;1.74;0.042296911;1.15
mt11213b;1.67;0.041586086;1.12
mt11213b;1.66;0.041531024;1.12
mt11213b;1.68;0.041593531;1.16
mt11213b;1.71;0.040984909;1.17
mt11213b;1.71;0.042576665;1.15
mt11213b;1.73;0.041615373;1.17
mt11213b;1.68;0.041422831;1.13
mt11213b;1.66;0.041005919;1.13
mt11213b;1.71;0.040899880;1.11
mt11213b;1.65;0.040981743;1.11
mt11213b;1.74;0.042386458;1.19
mt11213b;1.72;0.041191357;1.11
mt11213b;1.70;0.041899084;1.13
mt11213b;1.81;0.041411660;1.14
mt11213b;1.65;0.041664864;1.12
mt11213b;1.69;0.040826382;1.13
mt11213b;1.72;0.042420061;1.13
mt11213b;1.73;0.042989099;1.18
mt11213b;1.79;0.042319243;1.14
mt11213b;1.69;0.041527176;1.11
mt11213b;1.67;0.041050122;1.10
mt11213b;1.74;0.041444221;1.14
mt11213b;1.65;0.040835008;1.17
mt11213b;1.73;0.042292923;1.15
mt11213b;1.69;0.041503833;1.11
