engine;pkg;cpu;sleep
mt19937_64;5.96;0.200168097;3.99
mt19937_64;6.05;0.200833955;4.04
mt19937_64;5.96;0.200443502;4.02
mt19937_64;5.99;0.200187906;4.01
mt19937_64;6.02;0.199935714;3.99
mt19937_64;6.06;0.201231663;4.02
mt19937_64;6.08;0.201186471;4.08
mt19937_64;5.98;0.200537491;4.00
mt19937_64;6.00;0.201061567;4.02
mt19937_64;6.06;0.200931828;4.03
mt19937_64;6.06;0.201131431;4.04
mt19937_64;6.07;0.199795356;4.04
mt19937_64;6.07;0.199989618;4.01
mt19937_64;6.01;0.200294892;3.99
mt19937_64;6.07;0.200137602;3.99
mt19937_64;6.08;0.201001715;4.06
mt19937_64;6.08;0.201294822;4.13
mt19937_64;6.08;0.201171452;4.05
mt19937_64;6.07;0.201012018;4.05
mt19937_64;6.12;0.201142619;4.04
mt19937_64;6.06;0.200643343;4.03
mt19937_64;6.07;0.201253344;4.12
mt19937_64;6.08;0.201196031;4.06
mt19937_64;6.05;0.200889964;4.01
mt11213b;4.30;0.141695110;2.88
mt11213b;4.27;0.141938815;2.85
mt11213b;4.17;0.141663651;2.86
mt11213b;4.19;0.141879524;2.86
mt11213b;4.22;0.141751606;2.87
mt11213b;4.25;0.141962600;2.86
mt11213b;4.17;0.141816708;2.84
mt11213b;4.18;0.141756544;2.83
mt11213b;4.20;0.141852012;2.86
mt11213b;4.17;0.141902077;2.83
mt11213b;4.20;0.141850362;2.82
mt11213b;4.26;0.142074869;2.83
mt11213b;4.45;0.142182462;2.84
mt11213b;4.30;0.141911283;2.86
mt11213b;4.16;0.141711781;2.86
mt11213b;4.23;0.141885626;3.01
mt11213b;4.24;0.141827476;2.85
mt11213b;4.39;0.144340448;2.88
mt11213b;4.28;0.141957410;2.83
mt11213b;4.25;0.141916804;2.85
mt11213b;4.19;0.141896045;2.84
mt11213b;4.23;0.141910362;2.82
mt11213b;4.21;0.141678279;2.84
mt11213b;4.20;0.141740029;2.82
mt11213b;4.36;0.142001031;2.82
mt11213b;4.28;0.142005970;2.86
mt11213b;4.24;0.142221052;2.85
mt11213b;4.27;0.142083826;2.95
mt11213b;4.28;0.142029984;2.85
mt11213b;4.28;0.142006251;2.85
mt11213b;4.25;0.141625690;2.85
mt11213b;4.38;0.141680443;2.85
mt11213b;4.24;0.141760953;2.84
mt11213b;4.25;0.142051355;2.83
mt11213b;4.28;0.142179094;2.98
mt11213b;4.23;0.141881946;2.84
mt11213b;4.28;0.141946299;2.81
mt11213b;4.27;0.141870326;2.83
mt11213b;4.23;0.141576234;2.83
mt11213b;4.22;0.141669021;2.83
mt11213b;4.26;0.141840807;2.87
mt11213b;4.23;0.141814443;2.83
mt11213b;4.25;0.141840231;2.83
mt11213b;4.29;0.141801220;2.85
mt11213b;4.23;0.141689968;2.83
mt11213b;4.20;0.141795419;2.85
mt11213b;4.25;0.141749711;2.88
mt11213b;4.28;0.142106083;2.82
mt11213b;4.24;0.142072114;2.82
mt11213b;4.20;0.141679601;2.84
mt11213b;4.48;0.141969322;2.83
mt11213b;4.22;0.141901114;2.87
mt11213b;4.24;0.141959282;2.85
mt11213b;4.29;0.142283568;3.03
mt11213b;4.26;0.141740496;2.84
mt11213b;4.22;0.141491023;2.83
mt11213b;4.25;0.141941740;2.84
mt11213b;4.20;0.141951990;2.85
mt11213b;4.28;0.141990922;2.87
mt11213b;4.22;0.141951899;2.86
mt11213b;4.22;0.141692692;2.86
mt11213b;4.19;0.141661757;2.84
mt11213b;4.24;0.141745096;2.84
mt11213b;4.25;0.141769323;2.82
mt11213b;4.22;0.141783946;2.83
mt11213b;4.28;0.142037689;2.96
mt11213b;4.16;0.142020397;2.84
mt11213b;4.29;0.142063718;2.83
mt11213b;4.20;0.141816447;2.83
mt11213b;4.44;0.141649195;2.87
mt11213b;4.25;0.141923858;2.85
mt11213b;4.15;0.141852609;2.83
mt11213b;4.20;0.141851263;2.96
mt11213b;4.28;0.141953913;2.86
mt11213b;4.29;0.142074027;2.86
mt11213b;4.28;0.141908749;2.87
mt11213b;4.28;0.142156963;2.85
mt11213b;4.28;0.142230810;2.86
mt11213b;4.23;0.141850149;2.86
mt11213b;4.21;0.141878134;2.84
mt11213b;4.28;0.141882781;2.84
mt11213b;4.38;0.141924809;2.85
mt11213b;4.28;0.142138923;2.86
mt11213b;4.24;0.142242279;2.86
mt11213b;4.27;0.142291874;2.97
mt11213b;4.27;0.142153846;2.86
mt11213b;4.21;0.141754982;2.81
mt11213b;4.27;0.141789340;2.85
mt11213b;4.47;0.142004908;2.87
mt11213b;4.28;0.142130682;2.85
mt11213b;4.29;0.141867738;2.82
mt11213b;4.24;0.141841413;2.96
mt11213b;4.23;0.141806823;2.82
mt11213b;4.30;0.142126506;2.86
mt11213b;4.25;0.141770000;2.85
mt11213b;4.30;0.141985191;2.84
mt11213b;4.22;0.141653413;2.85
mt11213b;4.19;0.141549217;2.83
mt11213b;4.29;0.141663065;2.84
mt11213b;4.29;0.141964664;2.85
rand;39.53;1.516772274;30.18
rand;44.86;1.715764393;34.04
rand;39.31;1.517529516;30.19
rand;39.08;1.514000588;30.01
rand;39.75;1.518803760;30.23
rand;39.38;1.515785229;30.13
rand;39.90;1.527012254;30.50
rand;39.24;1.514163916;30.11
rand;39.21;1.514185284;30.02
rand;39.38;1.525338858;30.24
rand;39.38;1.516612885;30.27
rand;39.23;1.514270134;30.06
rand;39.53;1.518633246;30.24
rand;39.10;1.514270052;29.99
rand;39.06;1.514314179;30.04
rand;39.42;1.516675005;30.08
rand;39.41;1.516640308;30.05
rand;39.38;1.518041252;30.09
rand;39.34;1.515504031;30.04
rand;39.48;1.517635387;30.13
rand;38.98;1.514212269;29.99
rand;39.62;1.517040544;30.02
rand;39.26;1.514243095;30.03
rand;38.89;1.515033709;30.10
