#program;length;compiler;opt;energy(J);time(s);seed
string;2048;clang++;-O2;26.19;0.924499646;86
string;2048;clang++;-O2;26.01;0.929040595;87
string;2048;clang++;-O2;25.87;0.927608637;88
string;2048;clang++;-O2;26.03;0.929003876;89
string;2048;clang++;-O2;25.98;0.925595324;90
string;2048;clang++;-O2;25.91;0.926825905;91
string;2048;clang++;-O2;25.99;0.930124942;92
string;2048;clang++;-O2;26.03;0.928179335;93
string;2048;clang++;-O2;25.92;0.927214251;94
string;2048;clang++;-O2;25.88;0.926775250;95
string;2048;clang++;-O2;25.97;0.929486939;96
string;2048;clang++;-O2;25.97;0.927499564;97
string;2048;clang++;-O2;25.72;0.926683529;98
string;2048;clang++;-O2;25.95;0.927330117;99
bitset;512;clang++;-O3;46.29;1.545093379;00
bitset;512;clang++;-O3;46.68;1.552647820;01
bitset;512;clang++;-O3;46.80;1.552593039;02
bitset;512;clang++;-O3;46.36;1.544042894;03
bitset;512;clang++;-O3;46.67;1.552578450;04
bitset;512;clang++;-O3;46.89;1.552341347;05
bitset;512;clang++;-O3;46.85;1.553831602;06
bitset;512;clang++;-O3;46.85;1.549910433;07
bitset;512;clang++;-O3;46.89;1.558512102;08
bitset;512;clang++;-O3;46.29;1.544749275;09
bitset;512;clang++;-O3;46.88;1.557898014;10
bitset;512;clang++;-O3;46.84;1.558730680;11
bitset;512;clang++;-O3;46.85;1.544414860;12
bitset;512;clang++;-O3;46.75;1.552498941;13
bitset;512;clang++;-O3;46.88;1.558452541;14
bitset;512;clang++;-O3;46.77;1.558872476;15
bitset;512;clang++;-O3;46.77;1.544549662;16
bitset;512;clang++;-O3;46.90;1.559439986;17
bitset;512;clang++;-O3;46.21;1.544626145;18
bitset;512;clang++;-O3;46.10;1.558711975;19
bitset;512;clang++;-O3;46.89;1.558076337;20
bitset;512;clang++;-O3;46.71;1.544926145;21
bitset;512;clang++;-O3;46.85;1.558385415;22
bitset;512;clang++;-O3;46.82;1.546151797;23
bitset;512;clang++;-O3;47.10;1.552476840;24
bitset;512;clang++;-O3;46.90;1.552683436;25
bitset;512;clang++;-O3;46.71;1.545395133;26
bitset;512;clang++;-O3;46.67;1.546027775;27
bitset;512;clang++;-O3;46.77;1.545588604;28
bitset;512;clang++;-O3;46.82;1.558275219;29
bitset;512;clang++;-O3;46.21;1.545114157;30
bitset;512;clang++;-O3;46.25;1.546266711;31
bitset;512;clang++;-O3;46.12;1.546730659;32
bitset;512;clang++;-O3;46.86;1.558189028;33
bitset;512;clang++;-O3;46.60;1.545116050;34
bitset;512;clang++;-O3;46.84;1.558609284;35
bitset;512;clang++;-O3;46.83;1.558884979;36
bitset;512;clang++;-O3;46.57;1.543988843;37
bitset;512;clang++;-O3;46.16;1.546635711;38
bitset;512;clang++;-O3;46.06;1.546881090;39
bitset;512;clang++;-O3;46.20;1.545649839;40
bitset;512;clang++;-O3;46.90;1.558062150;41
bitset;512;clang++;-O3;47.04;1.552631950;42
bitset;512;clang++;-O3;46.85;1.558683633;43
bitset;512;clang++;-O3;46.89;1.559076557;44
bitset;512;clang++;-O3;46.74;1.544450276;45
bitset;512;clang++;-O3;46.86;1.558620756;46
bitset;512;clang++;-O3;46.84;1.559073702;47
bitset;512;clang++;-O3;46.94;1.559174590;48
bitset;512;clang++;-O3;46.91;1.544251244;49
bitset;512;clang++;-O3;46.88;1.558316676;50
bitset;512;clang++;-O3;46.82;1.558963145;51
bitset;512;clang++;-O3;45.97;1.559226918;52
bitset;512;clang++;-O3;46.92;1.558083150;53
bitset;512;clang++;-O3;46.81;1.558646964;54
bitset;512;clang++;-O3;46.34;1.545017517;55
bitset;512;clang++;-O3;46.92;1.558497534;56
bitset;512;clang++;-O3;46.90;1.560861734;57
bitset;512;clang++;-O3;46.83;1.558975969;58
bitset;512;clang++;-O3;46.87;1.559114668;59
bitset;512;clang++;-O3;46.81;1.559110911;60
bitset;512;clang++;-O3;46.93;1.552844958;61
bitset;512;clang++;-O3;46.78;1.544489289;62
bitset;512;clang++;-O3;46.71;1.559117724;63
bitset;512;clang++;-O3;46.81;1.559171725;64
bitset;512;clang++;-O3;46.86;1.559188706;65
bitset;512;clang++;-O3;47.14;1.559715121;66
bitset;512;clang++;-O3;46.90;1.559257255;67
bitset;512;clang++;-O3;47.03;1.552728740;68
bitset;512;clang++;-O3;46.94;1.544445607;69
bitset;512;clang++;-O3;46.90;1.553905962;70
bitset;512;clang++;-O3;46.85;1.559134886;71
bitset;512;clang++;-O3;46.87;1.559013639;72
bitset;512;clang++;-O3;46.86;1.544135888;73
bitset;512;clang++;-O3;46.89;1.558697538;74
bitset;512;clang++;-O3;46.92;1.559200749;75
bitset;512;clang++;-O3;46.86;1.559111823;76
bitset;512;clang++;-O3;46.92;1.544551325;77
bitset;512;clang++;-O3;46.96;1.551245679;78
bitset;512;clang++;-O3;46.96;1.552906133;79
bitset;512;clang++;-O3;46.99;1.543930945;80
bitset;512;clang++;-O3;46.89;1.558125570;81
bitset;512;clang++;-O3;46.87;1.552912314;82
bitset;512;clang++;-O3;47.11;1.552899921;83
bitset;512;clang++;-O3;46.91;1.558844714;84
bitset;512;clang++;-O3;46.97;1.552821464;85
bitset;512;clang++;-O3;46.89;1.552800354;86
bitset;512;clang++;-O3;46.86;1.558702418;87
bitset;512;clang++;-O3;46.80;1.558941725;88
bitset;512;clang++;-O3;46.38;1.544634611;89
bitset;512;clang++;-O3;46.90;1.558294896;90
bitset;512;clang++;-O3;46.85;1.559007348;91
bitset;512;clang++;-O3;47.00;1.552721657;92
bitset;512;clang++;-O3;47.52;1.529810309;93
bitset;512;clang++;-O3;46.85;1.558795501;94
bitset;512;clang++;-O3;46.82;1.558881583;95
bitset;512;clang++;-O3;46.90;1.549002696;96
bitset;512;clang++;-O3;46.86;1.544600738;97
bitset;512;clang++;-O3;46.72;1.545498576;98
bitset;512;clang++;-O3;47.03;1.558443514;99
bitset;1024;clang++;-O3;93.57;3.105673916;00
bitset;1024;clang++;-O3;92.72;3.108407496;01
bitset;1024;clang++;-O3;93.49;3.084242595;02
bitset;1024;clang++;-O3;91.99;3.114743371;03
bitset;1024;clang++;-O3;93.73;3.083584925;04
bitset;1024;clang++;-O3;93.71;3.113716541;05
bitset;1024;clang++;-O3;93.63;3.113916955;06
bitset;1024;clang++;-O3;93.74;3.113538558;07
bitset;1024;clang++;-O3;93.65;3.084855881;08
bitset;1024;clang++;-O3;93.77;3.094441721;09
bitset;1024;clang++;-O3;93.92;3.122209938;10
bitset;1024;clang++;-O3;93.53;3.113836094;11
bitset;1024;clang++;-O3;93.75;3.101823458;12
bitset;1024;clang++;-O3;92.80;3.082594133;13
bitset;1024;clang++;-O3;93.93;3.100675613;14
bitset;1024;clang++;-O3;93.57;3.083976127;15
bitset;1024;clang++;-O3;93.48;3.113278362;16
bitset;1024;clang++;-O3;93.77;3.085271979;17
bitset;1024;clang++;-O3;92.98;3.083099808;18
bitset;1024;clang++;-O3;92.87;3.094832170;19
bitset;1024;clang++;-O3;93.64;3.085203901;20
bitset;1024;clang++;-O3;93.64;3.094099140;21
bitset;1024;clang++;-O3;93.79;3.103687964;22
bitset;1024;clang++;-O3;93.61;3.083994611;23
bitset;1024;clang++;-O3;93.53;3.113263043;24
bitset;1024;clang++;-O3;93.46;3.106381168;25
bitset;1024;clang++;-O3;93.55;3.084924770;26
bitset;1024;clang++;-O3;93.58;3.113342301;27
bitset;1024;clang++;-O3;93.92;3.100549647;28
bitset;1024;clang++;-O3;92.65;3.084002175;29
bitset;1024;clang++;-O3;93.77;3.101012002;30
bitset;1024;clang++;-O3;94.19;3.113885076;31
bitset;1024;clang++;-O3;93.62;3.113882080;32
bitset;1024;clang++;-O3;93.95;3.128828720;33
bitset;1024;clang++;-O3;92.80;3.084261600;34
bitset;1024;clang++;-O3;93.07;3.109972261;35
bitset;1024;clang++;-O3;93.55;3.085432409;36
bitset;1024;clang++;-O3;92.98;3.089774084;37
bitset;1024;clang++;-O3;93.56;3.113408545;38
bitset;1024;clang++;-O3;92.53;3.098839731;39
bitset;1024;clang++;-O3;93.73;3.100931883;40
bitset;1024;clang++;-O3;93.50;3.113799025;41
bitset;1024;clang++;-O3;93.49;3.113471713;42
bitset;1024;clang++;-O3;93.58;3.113864778;43
bitset;1024;clang++;-O3;93.82;3.100707623;44
bitset;1024;clang++;-O3;93.86;3.100660635;45
bitset;1024;clang++;-O3;93.65;3.113531876;46
bitset;1024;clang++;-O3;93.48;3.114056086;47
bitset;1024;clang++;-O3;93.95;3.100672808;48
bitset;1024;clang++;-O3;93.77;3.100687826;49
bitset;1024;clang++;-O3;93.50;3.114077085;50
bitset;1024;clang++;-O3;93.54;3.113601575;51
bitset;1024;clang++;-O3;93.74;3.082921846;52
bitset;1024;clang++;-O3;95.17;3.114390741;53
bitset;1024;clang++;-O3;94.02;3.083262322;54
bitset;1024;clang++;-O3;93.50;3.113600534;55
bitset;1024;clang++;-O3;93.46;3.113868937;56
bitset;1024;clang++;-O3;93.65;3.094279527;57
bitset;1024;clang++;-O3;93.49;3.083313197;58
bitset;1024;clang++;-O3;93.72;3.101087513;59
bitset;1024;clang++;-O3;93.83;3.096073801;60
bitset;1024;clang++;-O3;93.47;3.113734744;61
bitset;1024;clang++;-O3;93.69;3.083040338;62
bitset;1024;clang++;-O3;93.48;3.113818250;63
bitset;1024;clang++;-O3;93.74;3.083342772;64
bitset;1024;clang++;-O3;93.70;3.084560399;65
bitset;1024;clang++;-O3;93.24;3.081340099;66
bitset;1024;clang++;-O3;93.48;3.113908650;67
bitset;1024;clang++;-O3;93.61;3.083781212;68
bitset;1024;clang++;-O3;93.27;3.085528949;69
bitset;1024;clang++;-O3;94.71;3.055093095;70
bitset;1024;clang++;-O3;93.73;3.083895196;71
bitset;1024;clang++;-O3;93.84;3.083136066;72
bitset;1024;clang++;-O3;93.49;3.084371135;73
bitset;1024;clang++;-O3;93.56;3.113000291;74
bitset;1024;clang++;-O3;93.51;3.113849229;75
bitset;1024;clang++;-O3;94.05;3.114041739;76
bitset;1024;clang++;-O3;92.22;3.115221092;77
bitset;1024;clang++;-O3;92.89;3.083272611;78
bitset;1024;clang++;-O3;93.42;3.112963553;79
bitset;1024;clang++;-O3;94.78;3.054064613;80
bitset;1024;clang++;-O3;94.69;3.056026580;81
bitset;1024;clang++;-O3;93.83;3.101057897;82
bitset;1024;clang++;-O3;93.61;3.113633335;83
bitset;1024;clang++;-O3;93.71;3.100502320;84
bitset;1024;clang++;-O3;93.54;3.113731018;85
bitset;1024;clang++;-O3;93.62;3.113552744;86
bitset;1024;clang++;-O3;94.06;3.116433299;87
bitset;1024;clang++;-O3;93.98;3.099951299;88
bitset;1024;clang++;-O3;93.52;3.113208200;89
bitset;1024;clang++;-O3;92.01;3.112460763;90
bitset;1024;clang++;-O3;93.82;3.112778217;91
bitset;1024;clang++;-O3;93.53;3.085408765;92
bitset;1024;clang++;-O3;92.13;3.113831606;93
bitset;1024;clang++;-O3;93.61;3.112391674;94
bitset;1024;clang++;-O3;93.52;3.113289552;95
bitset;1024;clang++;-O3;93.96;3.101523959;96
bitset;1024;clang++;-O3;93.51;3.113079600;97
bitset;1024;clang++;-O3;93.64;3.113462296;98
bitset;1024;clang++;-O3;93.49;3.112787825;99
bitset;2048;clang++;-O3;186.65;6.165368854;00
bitset;2048;clang++;-O3;187.24;6.184316603;01
bitset;2048;clang++;-O3;187.77;6.200520904;02
bitset;2048;clang++;-O3;186.96;6.220573739;03
bitset;2048;clang++;-O3;187.10;6.221866426;04
bitset;2048;clang++;-O3;186.75;6.208525567;05
bitset;2048;clang++;-O3;186.90;6.164770335;06
bitset;2048;clang++;-O3;186.78;6.201776090;07
bitset;2048;clang++;-O3;186.88;6.225568707;08
bitset;2048;clang++;-O3;186.81;6.221927700;09
bitset;2048;clang++;-O3;186.94;6.221217682;10
bitset;2048;clang++;-O3;187.12;6.222382480;11
bitset;2048;clang++;-O3;186.99;6.222497956;12
bitset;2048;clang++;-O3;186.96;6.222192305;13
bitset;2048;clang++;-O3;187.05;6.176538053;14
bitset;2048;clang++;-O3;186.87;6.164189299;15
bitset;2048;clang++;-O3;186.94;6.221312861;16
bitset;2048;clang++;-O3;187.36;6.221774293;17
bitset;2048;clang++;-O3;187.98;6.189194000;18
bitset;2048;clang++;-O3;186.98;6.222570171;19
bitset;2048;clang++;-O3;187.07;6.164085655;20
bitset;2048;clang++;-O3;187.17;6.221870913;21
bitset;2048;clang++;-O3;184.83;6.199862253;22
bitset;2048;clang++;-O3;185.77;6.145636989;23
bitset;2048;clang++;-O3;186.97;6.221796084;24
bitset;2048;clang++;-O3;186.84;6.222068634;25
bitset;2048;clang++;-O3;187.22;6.195794319;26
bitset;2048;clang++;-O3;184.84;6.166064183;27
bitset;2048;clang++;-O3;187.59;6.192455547;28
bitset;2048;clang++;-O3;186.87;6.222314543;29
bitset;2048;clang++;-O3;187.34;6.161307382;30
bitset;2048;clang++;-O3;187.13;6.222379074;31
bitset;2048;clang++;-O3;187.26;6.196211368;32
bitset;2048;clang++;-O3;185.16;6.164135889;33
bitset;2048;clang++;-O3;186.90;6.165140407;34
bitset;2048;clang++;-O3;183.75;6.224540715;35
bitset;2048;clang++;-O3;186.89;6.215501898;36
bitset;2048;clang++;-O3;184.26;6.197029868;37
bitset;2048;clang++;-O3;187.19;6.196736560;38
bitset;2048;clang++;-O3;187.07;6.221767180;39
bitset;2048;clang++;-O3;186.91;6.221250134;40
bitset;2048;clang++;-O3;187.07;6.221699573;41
bitset;2048;clang++;-O3;186.96;6.221232991;42
bitset;2048;clang++;-O3;186.87;6.221417417;43
bitset;2048;clang++;-O3;187.07;6.165392017;44
bitset;2048;clang++;-O3;186.91;6.221923672;45
bitset;2048;clang++;-O3;184.26;6.217795025;46
bitset;2048;clang++;-O3;186.75;6.168530434;47
bitset;2048;clang++;-O3;186.87;6.221537591;48
bitset;2048;clang++;-O3;187.02;6.196369113;49
bitset;2048;clang++;-O3;187.33;6.197233396;50
bitset;2048;clang++;-O3;187.05;6.162640958;51
bitset;2048;clang++;-O3;187.08;6.167670508;52
bitset;2048;clang++;-O3;187.17;6.197542590;53
bitset;2048;clang++;-O3;187.62;6.162386272;54
bitset;2048;clang++;-O3;187.14;6.160490198;55
bitset;2048;clang++;-O3;187.64;6.196548753;56
bitset;2048;clang++;-O3;186.86;6.166877626;57
bitset;2048;clang++;-O3;186.90;6.220861514;58
bitset;2048;clang++;-O3;186.93;6.222161113;59
bitset;2048;clang++;-O3;187.48;6.173081412;60
bitset;2048;clang++;-O3;187.29;6.178955520;61
bitset;2048;clang++;-O3;187.66;6.222387746;62
bitset;2048;clang++;-O3;187.26;6.222706773;63
bitset;2048;clang++;-O3;187.83;6.196594959;64
bitset;2048;clang++;-O3;185.93;6.161553596;65
bitset;2048;clang++;-O3;187.66;6.196356152;66
bitset;2048;clang++;-O3;188.72;6.204004797;67
bitset;2048;clang++;-O3;186.27;6.164729101;68
bitset;2048;clang++;-O3;187.81;6.197057353;69
bitset;2048;clang++;-O3;185.42;6.162059651;70
bitset;2048;clang++;-O3;187.70;6.197127454;71
bitset;2048;clang++;-O3;187.03;6.222525895;72
bitset;2048;clang++;-O3;184.30;6.212730918;73
bitset;2048;clang++;-O3;187.20;6.161711941;74
bitset;2048;clang++;-O3;187.22;6.161660495;75
bitset;2048;clang++;-O3;186.75;6.221845223;76
bitset;2048;clang++;-O3;187.12;6.207520749;77
bitset;2048;clang++;-O3;187.10;6.196670971;78
bitset;2048;clang++;-O3;187.11;6.196453304;79
bitset;2048;clang++;-O3;186.88;6.221585296;80
bitset;2048;clang++;-O3;183.45;6.222238929;81
bitset;2048;clang++;-O3;187.37;6.205845538;82
bitset;2048;clang++;-O3;186.71;6.163262670;83
bitset;2048;clang++;-O3;186.44;6.165785004;84
bitset;2048;clang++;-O3;187.05;6.196445850;85
bitset;2048;clang++;-O3;187.06;6.221143951;86
bitset;2048;clang++;-O3;186.62;6.177130038;87
bitset;2048;clang++;-O3;186.99;6.222582260;88
bitset;2048;clang++;-O3;187.02;6.222089499;89
bitset;2048;clang++;-O3;187.01;6.222488895;90
bitset;2048;clang++;-O3;186.84;6.222178124;91
bitset;2048;clang++;-O3;186.99;6.213074730;92
bitset;2048;clang++;-O3;186.87;6.222003168;93
bitset;2048;clang++;-O3;186.59;6.159320733;94
bitset;2048;clang++;-O3;182.99;6.215417178;95
bitset;2048;clang++;-O3;186.56;6.165493139;96
bitset;2048;clang++;-O3;183.60;6.224652228;97
bitset;2048;clang++;-O3;183.85;6.203488283;98
bitset;2048;clang++;-O3;186.94;6.165393082;99
bvector;512;clang++;-O3;47.90;1.562740401;00
bvector;512;clang++;-O3;48.37;1.573911719;01
bvector;512;clang++;-O3;48.14;1.570903478;02
bvector;512;clang++;-O3;48.04;1.565346912;03
bvector;512;clang++;-O3;47.94;1.565333487;04
bvector;512;clang++;-O3;47.48;1.555001346;05
bvector;512;clang++;-O3;47.55;1.576537257;06
bvector;512;clang++;-O3;47.49;1.577927576;07
bvector;512;clang++;-O3;48.19;1.572696980;08
bvector;512;clang++;-O3;47.87;1.560492459;09
bvector;512;clang++;-O3;47.74;1.581551389;10
bvector;512;clang++;-O3;47.89;1.565454373;11
bvector;512;clang++;-O3;48.21;1.572977755;12
bvector;512;clang++;-O3;47.53;1.577236474;13
bvector;512;clang++;-O3;47.78;1.581589581;14
bvector;512;clang++;-O3;47.79;1.563007109;15
bvector;512;clang++;-O3;47.69;1.564472718;16
bvector;512;clang++;-O3;47.25;1.561418920;17
bvector;512;clang++;-O3;47.66;1.577084771;18
bvector;512;clang++;-O3;47.58;1.578325670;19
bvector;512;clang++;-O3;47.41;1.559948532;20
bvector;512;clang++;-O3;47.73;1.561930587;21
bvector;512;clang++;-O3;48.17;1.574214085;22
bvector;512;clang++;-O3;47.70;1.560099304;23
bvector;512;clang++;-O3;47.62;1.562999876;24
bvector;512;clang++;-O3;48.15;1.572673416;25
bvector;512;clang++;-O3;47.52;1.563572265;26
bvector;512;clang++;-O3;47.64;1.580872189;27
bvector;512;clang++;-O3;47.70;1.560519880;28
bvector;512;clang++;-O3;47.72;1.564928960;29
bvector;512;clang++;-O3;48.02;1.570012241;30
bvector;512;clang++;-O3;47.72;1.579263583;31
bvector;512;clang++;-O3;47.43;1.565493406;32
bvector;512;clang++;-O3;47.18;1.578652440;33
bvector;512;clang++;-O3;48.29;1.574473971;34
bvector;512;clang++;-O3;47.42;1.578312756;35
bvector;512;clang++;-O3;47.37;1.564560943;36
bvector;512;clang++;-O3;48.10;1.569988698;37
bvector;512;clang++;-O3;47.64;1.578071214;38
bvector;512;clang++;-O3;48.03;1.571506064;39
bvector;512;clang++;-O3;47.69;1.581638021;40
bvector;512;clang++;-O3;48.03;1.569629166;41
bvector;512;clang++;-O3;47.66;1.576264657;42
bvector;512;clang++;-O3;48.08;1.571894309;43
bvector;512;clang++;-O3;47.71;1.581135341;44
bvector;512;clang++;-O3;48.04;1.572294407;45
bvector;512;clang++;-O3;47.72;1.581382984;46
bvector;512;clang++;-O3;48.18;1.573555243;47
bvector;512;clang++;-O3;47.62;1.577088287;48
bvector;512;clang++;-O3;47.80;1.564932878;49
bvector;512;clang++;-O3;47.75;1.569678758;50
bvector;512;clang++;-O3;48.13;1.570144739;51
bvector;512;clang++;-O3;47.60;1.577203082;52
bvector;512;clang++;-O3;47.71;1.562344711;53
bvector;512;clang++;-O3;47.63;1.561684828;54
bvector;512;clang++;-O3;47.53;1.571696149;55
bvector;512;clang++;-O3;47.65;1.578556522;56
bvector;512;clang++;-O3;47.33;1.562741031;57
bvector;512;clang++;-O3;47.73;1.580366164;58
bvector;512;clang++;-O3;47.43;1.565986738;59
bvector;512;clang++;-O3;47.08;1.576531527;60
bvector;512;clang++;-O3;48.11;1.573373665;61
bvector;512;clang++;-O3;47.32;1.560804973;62
bvector;512;clang++;-O3;47.97;1.577122912;63
bvector;512;clang++;-O3;48.13;1.569569344;64
bvector;512;clang++;-O3;47.55;1.563722726;65
bvector;512;clang++;-O3;47.97;1.570939155;66
bvector;512;clang++;-O3;47.72;1.580151943;67
bvector;512;clang++;-O3;47.41;1.565633988;68
bvector;512;clang++;-O3;47.79;1.572382351;69
bvector;512;clang++;-O3;48.08;1.570711610;70
bvector;512;clang++;-O3;47.61;1.562651084;71
bvector;512;clang++;-O3;47.74;1.561503268;72
bvector;512;clang++;-O3;48.29;1.574324201;73
bvector;512;clang++;-O3;47.73;1.564079894;74
bvector;512;clang++;-O3;48.02;1.569680702;75
bvector;512;clang++;-O3;48.09;1.569861180;76
bvector;512;clang++;-O3;47.61;1.564562115;77
bvector;512;clang++;-O3;47.90;1.570523317;78
bvector;512;clang++;-O3;48.21;1.574855424;79
bvector;512;clang++;-O3;47.39;1.560088404;80
bvector;512;clang++;-O3;48.14;1.581791187;81
bvector;512;clang++;-O3;48.21;1.573506873;82
bvector;512;clang++;-O3;47.63;1.577264977;83
bvector;512;clang++;-O3;47.71;1.581465027;84
bvector;512;clang++;-O3;47.48;1.576758140;85
bvector;512;clang++;-O3;47.50;1.564746249;86
bvector;512;clang++;-O3;47.67;1.580646818;87
bvector;512;clang++;-O3;48.01;1.572466138;88
bvector;512;clang++;-O3;47.63;1.580650314;89
bvector;512;clang++;-O3;47.48;1.578405459;90
bvector;512;clang++;-O3;47.57;1.577100250;91
bvector;512;clang++;-O3;48.09;1.573742064;92
bvector;512;clang++;-O3;48.16;1.573843383;93
bvector;512;clang++;-O3;47.34;1.561048028;94
bvector;512;clang++;-O3;48.08;1.572068885;95
bvector;512;clang++;-O3;47.94;1.569853114;96
bvector;512;clang++;-O3;47.31;1.560786748;97
bvector;512;clang++;-O3;47.26;1.579675754;98
bvector;512;clang++;-O3;47.87;1.573419139;99
bvector;1024;clang++;-O3;95.27;3.121335484;00
bvector;1024;clang++;-O3;94.52;3.116650296;01
bvector;1024;clang++;-O3;95.58;3.128866709;02
bvector;1024;clang++;-O3;95.48;3.156101241;03
bvector;1024;clang++;-O3;93.96;3.101871214;04
bvector;1024;clang++;-O3;95.22;3.155849491;05
bvector;1024;clang++;-O3;95.56;3.121577094;06
bvector;1024;clang++;-O3;95.46;3.130927411;07
bvector;1024;clang++;-O3;94.40;3.128789004;08
bvector;1024;clang++;-O3;94.42;3.129608746;09
bvector;1024;clang++;-O3;94.78;3.147890796;10
bvector;1024;clang++;-O3;94.49;3.125139553;11
bvector;1024;clang++;-O3;96.03;3.139973618;12
bvector;1024;clang++;-O3;95.96;3.137544778;13
bvector;1024;clang++;-O3;96.31;3.141948319;14
bvector;1024;clang++;-O3;93.92;3.145247204;15
bvector;1024;clang++;-O3;95.63;3.143951394;16
bvector;1024;clang++;-O3;94.58;3.153496073;17
bvector;1024;clang++;-O3;93.60;3.120191715;18
bvector;1024;clang++;-O3;95.40;3.158061425;19
bvector;1024;clang++;-O3;95.59;3.133801393;20
bvector;1024;clang++;-O3;96.35;3.142958016;21
bvector;1024;clang++;-O3;95.68;3.130253201;22
bvector;1024;clang++;-O3;95.23;3.156094198;23
bvector;1024;clang++;-O3;95.53;3.122299896;24
bvector;1024;clang++;-O3;95.39;3.120998123;25
bvector;1024;clang++;-O3;94.45;3.125403757;26
bvector;1024;clang++;-O3;94.59;3.136974703;27
bvector;1024;clang++;-O3;95.26;3.152841258;28
bvector;1024;clang++;-O3;94.72;3.123083430;29
bvector;1024;clang++;-O3;95.69;3.124475863;30
bvector;1024;clang++;-O3;95.00;3.149002844;31
bvector;1024;clang++;-O3;96.12;3.139416778;32
bvector;1024;clang++;-O3;95.32;3.126987076;33
bvector;1024;clang++;-O3;95.07;3.109050462;34
bvector;1024;clang++;-O3;95.27;3.157232386;35
bvector;1024;clang++;-O3;95.08;3.150400186;36
bvector;1024;clang++;-O3;95.63;3.126369252;37
bvector;1024;clang++;-O3;94.62;3.147257863;38
bvector;1024;clang++;-O3;96.37;3.142859893;39
bvector;1024;clang++;-O3;95.03;3.160685239;40
bvector;1024;clang++;-O3;96.43;3.138688707;41
bvector;1024;clang++;-O3;94.78;3.152988293;42
bvector;1024;clang++;-O3;95.82;3.126078418;43
bvector;1024;clang++;-O3;95.48;3.133517872;44
bvector;1024;clang++;-O3;95.37;3.125248928;45
bvector;1024;clang++;-O3;96.49;3.144116201;46
bvector;1024;clang++;-O3;95.26;3.121807375;47
bvector;1024;clang++;-O3;95.21;3.156618398;48
bvector;1024;clang++;-O3;95.96;3.139624105;49
bvector;1024;clang++;-O3;96.02;3.142231999;50
bvector;1024;clang++;-O3;94.89;3.117823730;51
bvector;1024;clang++;-O3;95.12;3.157211908;52
bvector;1024;clang++;-O3;94.78;3.152687491;53
bvector;1024;clang++;-O3;94.96;3.148794936;54
bvector;1024;clang++;-O3;94.75;3.123176093;55
bvector;1024;clang++;-O3;96.02;3.143141409;56
bvector;1024;clang++;-O3;96.00;3.142301189;57
bvector;1024;clang++;-O3;94.83;3.125028636;58
bvector;1024;clang++;-O3;96.04;3.142443364;59
bvector;1024;clang++;-O3;94.39;3.139814471;60
bvector;1024;clang++;-O3;94.82;3.150210501;61
bvector;1024;clang++;-O3;95.01;3.125303118;62
bvector;1024;clang++;-O3;95.01;3.156342371;63
bvector;1024;clang++;-O3;96.53;3.142505120;64
bvector;1024;clang++;-O3;96.06;3.158424684;65
bvector;1024;clang++;-O3;96.19;3.144449324;66
bvector;1024;clang++;-O3;94.79;3.154766506;67
bvector;1024;clang++;-O3;94.96;3.123841256;68
bvector;1024;clang++;-O3;96.29;3.144686747;69
bvector;1024;clang++;-O3;94.41;3.144800761;70
bvector;1024;clang++;-O3;95.18;3.125915023;71
bvector;1024;clang++;-O3;95.21;3.156406532;72
bvector;1024;clang++;-O3;94.43;3.146978400;73
bvector;1024;clang++;-O3;95.50;3.127735004;74
bvector;1024;clang++;-O3;94.33;3.119271094;75
bvector;1024;clang++;-O3;95.32;3.126428212;76
bvector;1024;clang++;-O3;95.28;3.118458947;77
bvector;1024;clang++;-O3;95.41;3.157394789;78
bvector;1024;clang++;-O3;94.85;3.124312157;79
bvector;1024;clang++;-O3;95.35;3.158141675;80
bvector;1024;clang++;-O3;95.43;3.126222587;81
bvector;1024;clang++;-O3;94.75;3.152343599;82
bvector;1024;clang++;-O3;95.49;3.126852494;83
bvector;1024;clang++;-O3;96.11;3.145117933;84
bvector;1024;clang++;-O3;94.93;3.123344999;85
bvector;1024;clang++;-O3;95.86;3.137432058;86
bvector;1024;clang++;-O3;94.60;3.123893274;87
bvector;1024;clang++;-O3;95.44;3.128179244;88
bvector;1024;clang++;-O3;95.31;3.127336500;89
bvector;1024;clang++;-O3;95.21;3.155182524;90
bvector;1024;clang++;-O3;94.88;3.128635838;91
bvector;1024;clang++;-O3;94.48;3.142118518;92
bvector;1024;clang++;-O3;95.04;3.155896819;93
bvector;1024;clang++;-O3;95.43;3.157310661;94
bvector;1024;clang++;-O3;95.41;3.153380576;95
bvector;1024;clang++;-O3;95.41;3.158360014;96
bvector;1024;clang++;-O3;94.84;3.127775971;97
bvector;1024;clang++;-O3;96.57;3.144169491;98
bvector;1024;clang++;-O3;96.41;3.143459263;99
bvector;2048;clang++;-O3;191.86;6.269672493;00
bvector;2048;clang++;-O3;191.67;6.282077198;01
bvector;2048;clang++;-O3;188.59;6.252085012;02
bvector;2048;clang++;-O3;190.20;6.298294478;03
bvector;2048;clang++;-O3;190.29;6.304185869;04
bvector;2048;clang++;-O3;196.50;6.248990307;05
bvector;2048;clang++;-O3;192.05;6.250703871;06
bvector;2048;clang++;-O3;192.57;6.282638827;07
bvector;2048;clang++;-O3;189.74;6.272306085;08
bvector;2048;clang++;-O3;191.12;6.250137652;09
bvector;2048;clang++;-O3;190.32;6.305887520;10
bvector;2048;clang++;-O3;190.58;6.309697311;11
